page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
T1-p030,,30,,ocr/T1/page-images/T1-p030.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p031,,31,,ocr/T1/page-images/T1-p031.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p032,,32,,ocr/T1/page-images/T1-p032.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p033,,33,,ocr/T1/page-images/T1-p033.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p034,,34,,ocr/T1/page-images/T1-p034.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p035,,35,,ocr/T1/page-images/T1-p035.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p036,,36,,ocr/T1/page-images/T1-p036.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p037,,37,,ocr/T1/page-images/T1-p037.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p038,,38,,ocr/T1/page-images/T1-p038.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p039,,39,,ocr/T1/page-images/T1-p039.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p040,,40,,ocr/T1/page-images/T1-p040.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p041,,41,,ocr/T1/page-images/T1-p041.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p042,,42,,ocr/T1/page-images/T1-p042.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p043,,43,,ocr/T1/page-images/T1-p043.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p044,,44,,ocr/T1/page-images/T1-p044.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p045,,45,,ocr/T1/page-images/T1-p045.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p046,,46,,ocr/T1/page-images/T1-p046.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p047,,47,,ocr/T1/page-images/T1-p047.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p048,,48,,ocr/T1/page-images/T1-p048.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p049,,49,,ocr/T1/page-images/T1-p049.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p050,,50,,ocr/T1/page-images/T1-p050.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p051,,51,,ocr/T1/page-images/T1-p051.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p052,,52,,ocr/T1/page-images/T1-p052.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p053,,53,,ocr/T1/page-images/T1-p053.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p054,,54,,ocr/T1/page-images/T1-p054.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p055,,55,,ocr/T1/page-images/T1-p055.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p056,,56,,ocr/T1/page-images/T1-p056.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p057,,57,,ocr/T1/page-images/T1-p057.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p058,,58,,ocr/T1/page-images/T1-p058.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p059,,59,,ocr/T1/page-images/T1-p059.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p060,,60,,ocr/T1/page-images/T1-p060.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p061,,61,,ocr/T1/page-images/T1-p061.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p062,,62,,ocr/T1/page-images/T1-p062.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p063,,63,,ocr/T1/page-images/T1-p063.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p064,,64,,ocr/T1/page-images/T1-p064.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p065,,65,,ocr/T1/page-images/T1-p065.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p066,,66,,ocr/T1/page-images/T1-p066.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p067,,67,,ocr/T1/page-images/T1-p067.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p068,,68,,ocr/T1/page-images/T1-p068.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p069,,69,,ocr/T1/page-images/T1-p069.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p070,,70,,ocr/T1/page-images/T1-p070.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p071,,71,,ocr/T1/page-images/T1-p071.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p072,,72,,ocr/T1/page-images/T1-p072.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p073,,73,,ocr/T1/page-images/T1-p073.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p074,,74,,ocr/T1/page-images/T1-p074.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p075,,75,,ocr/T1/page-images/T1-p075.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p076,,76,,ocr/T1/page-images/T1-p076.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p077,,77,,ocr/T1/page-images/T1-p077.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p078,,78,,ocr/T1/page-images/T1-p078.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p079,,79,,ocr/T1/page-images/T1-p079.png,,commentary,commentary-dominant page with embedded poem lemma lines
T1-p080,,80,,ocr/T1/page-images/T1-p080.png,,commentary,closing commentary or wrap-up material
T1-p081,,81,,ocr/T1/page-images/T1-p081.png,,other,handwritten non-Chinese tail material; not blank on visual inspection
T1-p082,,82,,ocr/T1/page-images/T1-p082.png,,other,faint written tail matter visible; not blank on visual inspection
T1-p083,,83,,ocr/T1/page-images/T1-p083.png,,blank,visually blank tail page
