page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C10-p039,,39,,provenance/faith-in-mind/ocr/C10/page-images/C10-p039.png,,body,commentary body
C10-p040,,40,,provenance/faith-in-mind/ocr/C10/page-images/C10-p040.png,,body,commentary body
C10-p041,,41,,provenance/faith-in-mind/ocr/C10/page-images/C10-p041.png,,body,commentary body
C10-p042,,42,,provenance/faith-in-mind/ocr/C10/page-images/C10-p042.png,,body,commentary body
C10-p043,,43,,provenance/faith-in-mind/ocr/C10/page-images/C10-p043.png,,body,commentary body
C10-p044,,44,,provenance/faith-in-mind/ocr/C10/page-images/C10-p044.png,,body,commentary body
C10-p045,,45,,provenance/faith-in-mind/ocr/C10/page-images/C10-p045.png,,body,commentary body
C10-p046,,46,,provenance/faith-in-mind/ocr/C10/page-images/C10-p046.png,,body,commentary body
C10-p047,,47,,provenance/faith-in-mind/ocr/C10/page-images/C10-p047.png,,body,commentary body
C10-p048,,48,,provenance/faith-in-mind/ocr/C10/page-images/C10-p048.png,,body,commentary body
C10-p049,,49,,provenance/faith-in-mind/ocr/C10/page-images/C10-p049.png,,body,commentary body
C10-p050,,50,,provenance/faith-in-mind/ocr/C10/page-images/C10-p050.png,,body,commentary body
C10-p051,,51,,provenance/faith-in-mind/ocr/C10/page-images/C10-p051.png,,body,commentary body
C10-p052,,52,,provenance/faith-in-mind/ocr/C10/page-images/C10-p052.png,,body,commentary body
C10-p053,,53,,provenance/faith-in-mind/ocr/C10/page-images/C10-p053.png,,body,commentary body
C10-p054,,54,,provenance/faith-in-mind/ocr/C10/page-images/C10-p054.png,,body,commentary body
C10-p055,,55,,provenance/faith-in-mind/ocr/C10/page-images/C10-p055.png,,body,commentary body
C10-p056,,56,,provenance/faith-in-mind/ocr/C10/page-images/C10-p056.png,,body,commentary body
C10-p057,,57,,provenance/faith-in-mind/ocr/C10/page-images/C10-p057.png,,body,commentary body
C10-p058,,58,,provenance/faith-in-mind/ocr/C10/page-images/C10-p058.png,,body,commentary body
C10-p059,,59,,provenance/faith-in-mind/ocr/C10/page-images/C10-p059.png,,body,commentary body
C10-p060,,60,,provenance/faith-in-mind/ocr/C10/page-images/C10-p060.png,,body,commentary body
C10-p061,,61,,provenance/faith-in-mind/ocr/C10/page-images/C10-p061.png,,body,commentary body
C10-p062,,62,,provenance/faith-in-mind/ocr/C10/page-images/C10-p062.png,,body,commentary body
C10-p063,,63,,provenance/faith-in-mind/ocr/C10/page-images/C10-p063.png,,colophon,terminal imprint or colophon-like page after the commentary body
C10-p064,,64,,provenance/faith-in-mind/ocr/C10/page-images/C10-p064.png,,title,blank or wrapper tail matter
C10-p065,,65,,provenance/faith-in-mind/ocr/C10/page-images/C10-p065.png,,title,blank or wrapper tail matter
