page_id,leaf_id,page_number_display,side,image_path,crop_path,content_role,notes
C1-p047,,47,,ocr/C1/page-images/C1-p047.png,,other,non-target anthology or translation material
C1-p048,,48,,ocr/C1/page-images/C1-p048.png,,other,non-target anthology or translation material
C1-p049,,49,,ocr/C1/page-images/C1-p049.png,,other,non-target anthology or translation material
C1-p050,,50,,ocr/C1/page-images/C1-p050.png,,other,non-target anthology or translation material immediately before `信心銘和譯`
C1-p051,,90-91,,ocr/C1/page-images/C1-p051.png,,body,opening spread of `信心銘和譯`; direct page review shows the target translation begins here
C1-p052,,92-93,,ocr/C1/page-images/C1-p052.png,,body,continuing spread of `信心銘和譯`; the target translation still occupies this image
C1-p053,,94-95,,ocr/C1/page-images/C1-p053.png,,other,`證道歌和譯` begins here so the Faith in Mind target span has ended
C1-p054,,96-97,,ocr/C1/page-images/C1-p054.png,,other,non-target anthology or translation material after the Faith in Mind section
C1-p055,,98-99,,ocr/C1/page-images/C1-p055.png,,other,non-target anthology or translation material
C1-p056,,100-101,,ocr/C1/page-images/C1-p056.png,,other,non-target anthology or translation material
C1-p057,,102-103,,ocr/C1/page-images/C1-p057.png,,other,non-target anthology or translation material
C1-p058,,104-105,,ocr/C1/page-images/C1-p058.png,,other,non-target anthology or translation material
C1-p059,,106-107,,ocr/C1/page-images/C1-p059.png,,other,non-target anthology or translation material
C1-p060,,108-109,,ocr/C1/page-images/C1-p060.png,,other,non-target anthology or translation material
C1-p061,,110-111,,ocr/C1/page-images/C1-p061.png,,other,non-target anthology or translation material
C1-p062,,112-113,,ocr/C1/page-images/C1-p062.png,,other,non-target anthology or translation material
C1-p063,,114-115,,ocr/C1/page-images/C1-p063.png,,other,non-target anthology or translation material
C1-p064,,116-117,,ocr/C1/page-images/C1-p064.png,,other,non-target anthology or translation material
C1-p065,,118-119,,ocr/C1/page-images/C1-p065.png,,other,non-target anthology or translation material
C1-p066,,120-121,,ocr/C1/page-images/C1-p066.png,,other,non-target anthology or translation material
C1-p067,,122-123,,ocr/C1/page-images/C1-p067.png,,other,non-target anthology or translation material
C1-p068,,124-125,,ocr/C1/page-images/C1-p068.png,,other,non-target anthology or translation material
C1-p069,,126-127,,ocr/C1/page-images/C1-p069.png,,other,non-target anthology or translation material
C1-p070,,128-129,,ocr/C1/page-images/C1-p070.png,,other,non-target anthology or translation material
C1-p071,,130-131,,ocr/C1/page-images/C1-p071.png,,other,non-target anthology or translation material
C1-p072,,132-133,,ocr/C1/page-images/C1-p072.png,,other,non-target anthology or translation material
C1-p073,,134-135,,ocr/C1/page-images/C1-p073.png,,other,non-target anthology or translation material
C1-p074,,136-137,,ocr/C1/page-images/C1-p074.png,,other,non-target anthology or translation material
C1-p075,,138-139,,ocr/C1/page-images/C1-p075.png,,other,rear tail matter or non-target closing material
C1-p076,,140,,ocr/C1/page-images/C1-p076.png,,title,rear cover for the `在家曹洞宗聖典` witness
